code,name,department_id
68385,LANDÁZURI,21
68397,LA PAZ,21
68406,LEBRIJA,21
68418,LOS SANTOS,21
68425,MACARAVITA,21
68432,MÁLAGA,21
68444,MATANZA,21
68464,MOGOTES,21
68468,MOLAGAVITA,21
68498,OCAMONTE,21
68500,OIBA,21
68502,ONZAGA,21
68522,PALMAR,21
68524,PALMAS DEL SOCORRO,21
68533,PÁRAMO,21
68547,PIEDECUESTA,21
68549,PINCHOTE,21
68572,PUENTE NACIONAL,21
68573,PUERTO PARRA,21
68575,PUERTO WILCHES,21
68615,RIONEGRO,21
68655,SABANA DE TORRES,21
68669,SAN ANDRÉS,21
68673,SAN BENITO,21
68679,SAN GIL,21
68682,SAN JOAQUÍN,21
68684,SAN JOSÉ DE MIRANDA,21
68686,SAN MIGUEL,21
68689,SAN VICENTE DE CHUCURÍ,21
68705,SANTA BÁRBARA,21
68720,SANTA HELENA DEL OPÓN,21
68745,SIMACOTA,21
68755,SOCORRO,21
68770,SUAITA,21
68773,SUCRE,21
68780,SURATÁ,21
68820,TONA,21
68855,VALLE DE SAN JOSÉ,21
68861,VÉLEZ,21
68867,VETAS,21
68872,VILLANUEVA,21
68895,ZAPATOCA,21
70001,SINCELEJO,22
70110,BUENAVISTA,22
70124,CAIMITO,22
70204,COLOSÓ,22
70215,COROZAL,22
70221,COVEÑAS,22
70230,CHALÁN,22
70233,EL ROBLE,22
70235,GALERAS,22
70265,GUARANDA,22
70400,LA UNIÓN,22
70418,LOS PALMITOS,22
70429,MAJAGUAL,22
70473,MORROA,22
70508,OVEJAS,22
70523,PALMITO,22
70670,SAMPUÉS,22
70678,SAN BENITO ABAD,22
70702,SAN JUAN DE BETULIA,22
70708,SAN MARCOS,22
70713,SAN ONOFRE,22
70717,SAN PEDRO,22
70742,SAN LUIS DE SINCÉ,22
70771,SUCRE,22
70820,SANTIAGO DE TOLÚ,22
70823,SAN JOSÉ DE TOLUVIEJO,22
73001,IBAGUÉ,23
73024,ALPUJARRA,23
73026,ALVARADO,23
73030,AMBALEMA,23
73043,ANZOÁTEGUI,23
73055,ARMERO,23
73067,ATACO,23
73124,CAJAMARCA,23
73148,CARMEN DE APICALÁ,23
73152,CASABIANCA,23
73168,CHAPARRAL,23
73200,COELLO,23
73217,COYAIMA,23
73226,CUNDAY,23
73236,DOLORES,23
73268,ESPINAL,23
73270,FALAN,23
73275,FLANDES,23
73283,FRESNO,23
73319,GUAMO,23
73347,HERVEO,23
73349,HONDA,23
73352,ICONONZO,23
73408,LÉRIDA,23
73411,LÍBANO,23
73443,SAN SEBASTIÁN DE MARIQUITA,23
73449,MELGAR,23
73461,MURILLO,23
73483,NATAGAIMA,23
73504,ORTEGA,23
73520,PALOCABILDO,23
73547,PIEDRAS,23
73555,PLANADAS,23
73563,PRADO,23
73585,PURIFICACIÓN,23
73616,RIOBLANCO,23
73622,RONCESVALLES,23
73624,ROVIRA,23
73671,SALDAÑA,23
73675,SAN ANTONIO,23
73678,SAN LUIS,23
73686,SANTA ISABEL,23
73770,SUÁREZ,23
73854,VALLE DE SAN JUAN,23
73861,VENADILLO,23
73870,VILLAHERMOSA,23
73873,VILLARRICA,23
76001,SANTIAGO DE CALI,24
76020,ALCALÁ,24
